time,accX,accY,accZ,wRoll,wPitch,wYaw,Pa
0.09,      -0.34381585,       0.28487599,      -9.69560697,    0.01745329252,                0,     0.0872664626,100013.9999389648
0.13,       -0.43222564,        0.34381585,-9.646490419999999,                 0,     0.03490658504,      0.0872664626,  100015.998840332
0.17,       -0.10805641,         0.1964662,-9.558080629999999,    -0.05235987756,     0.05235987756,     0.12217304764, 100013.9999389648
0.21,                 0,       -0.07858648,-9.666137040000001,    -0.03490658504,     0.01745329252,     0.15707963268, 100014.9993896484
0.25,       -0.04911655,                 0,-9.558080629999999,    -0.01745329252,     0.01745329252,     0.15707963268, 100013.0004882812
0.28,     -0.16699627,      0.13752634,      -9.5286107,               0,               0,   0.12217304764,100015.998840332
0.31,       -0.16699627,       -0.07858648,-9.558080629999999,     0.01745329252,    -0.01745329252,     0.10471975512, 100014.9993896484
0.35,       -0.10805641,       -0.13752634,-9.646490419999999,     0.05235987756,    -0.01745329252,     0.06981317008, 100012.0010375977
0.39,       -0.01964662,       -0.25540606,-9.666137040000001,     0.06981317008,                 0,     0.05235987756, 100016.9982910156
0.41,       -0.01964662,       -0.31434592,-9.666137040000001,     0.05235987756,                 0,     0.12217304764,  100015.998840332
0.44,       -0.07858648,       -0.34381585,-9.842956620000001,     0.06981317008,                 0,     0.13962634016, 100017.9977416992
0.48,        0.01964662,       -0.28487599,-9.842956620000001,     0.03490658504,                 0,     0.12217304764, 100016.9982910156
0.52,       0.04911655,      -0.31434592,      -9.81348669,    0.01745329252,    0.03490658504,     0.0872664626,100014.9993896484
0.59,        0.01964662,       -0.16699627,-9.931366410000001,     0.01745329252,     0.03490658504,     0.01745329252, 100009.0026855469
0.66,        0.22593613,       -0.04911655,-9.842956620000001,                 0,     0.06981317008,    -0.03490658504, 100016.9982910156
0.72,       0.31434592,      -0.16699627,      -9.90189648,                0,    0.01745329252,   -0.06981317008,100021.0037231445
0.79,       0.40275571,      -0.31434592,      -9.99030627,                0,   -0.01745329252,   -0.03490658504,100013.9999389648
0.85,       0.16699627,      -0.28487599,     -10.07871606,   -0.01745329252,   -0.06981317008,   -0.03490658504,100018.9971923828
0.91,       0.04911655,       -0.1964662,      -9.96083634,   -0.03490658504,   -0.03490658504,   -0.03490658504,100009.0026855469
0.99,       -0.01964662,        -0.1964662,-9.842956620000001,    -0.01745329252,     0.03490658504,    -0.01745329252, 100012.0010375977
