time,velX,velY,velZ,wRoll,wPitch,wYaw,wr1,wr2,wr3,wr4,qwbi,qwbj,qwbk,qwb0,X,Y,Z,driftRoll,driftPitch,driftYaw,windX,windY,windZ
0.04,  0.001267872233643348,-0.0001277786284830163, -0.003174196034243393,                     0,                     0,                     0,                  -530,                   530,                  -530,                   530,-0.0005254838786393496, -0.001854103544788242,    0.1748279757056081,    0.9845971079976915,              -1.79813,              -1.21826,              -1.34575,                     0,                     0,                     0,                     0,                     0,                     0
0.1,  0.001267109452520209,-0.0001277015016061363, -0.003013816982656366,   0.01696279537518883, 1.218512982613506e-06,    0.0677067360340852,    -529.9538416326571,     529.9538416326571,    -529.9538416326571,     529.9538416326571,-0.0002449640529014551, -0.001903906556287612,    0.1759383969104339,    0.9843993070014954,    -1.798129930019529,     -1.21826005699802,    -1.355379312180987, 0.0001130882884665227,                     0,  0.004513782548275861,-3.241822416843317e-19,                     0, 3.004050951679944e-14
0.14,  0.002481804628445541,-9.120965320378594e-05, -0.005652664301002898,  0.001029553572610881,   0.03252528461690521,   0.07967556867095883,    -529.9595424017321,     529.8935089659474,    -529.8404257033392,     529.9060033886025,-0.0001417345140810444, -0.001334161671562725,    0.1772827671841269,    0.9841590422200572,    -1.798087725814271,    -1.218264368327802,    -1.324804278230948, 9.554458713726003e-05, 3.562875550968628e-05,  0.004668372832851984, 4.913083990644375e-07, 3.404087040810569e-07, 4.341039790043195e-09
0.18,  0.003253976881616611, 3.614928132031621e-06, -0.007788581011463091,   -0.0505075761048816,   0.05341821474687718,    0.1100415626406479,    -529.9524459217949,     529.7516779585507,    -529.7109766349108,     529.9098181895052,-0.0007739736825844027,-0.0002913563578616201,    0.1792496808046448,    0.9838032669226325,    -1.798010428830668,    -1.218260044222828,    -1.335261287023664, 8.444298028249589e-05, 3.949449076011271e-05,  0.004752347303878414, 8.387730207467227e-06,-2.866080522481334e-06, 4.254816046722761e-08
0.21,  0.004527895864402147,-0.0005661440902121491, -0.009744926912953526,  -0.04135570084874336,   0.02363572045863621,    0.1440541541750089,      -529.84558435517,     529.7084027442668,    -529.7260985994858,     529.8598060603595, -0.001471779784285012,-0.0004072280475943676,     0.181061963516969,    0.9834705045892143,     -1.79806459517977,    -1.217693647746148,    -1.331654814708188, 8.641200276819453e-05,  3.98083178798162e-05,   0.00478320093392931, 6.205133795407683e-06, 4.974372102929312e-06, 7.059482861167831e-08
0.26,  0.005677374349599429, 0.0008557181824537714,  -0.01113594039702213,  -0.02343525227662015,   0.01916434589775246,    0.1506715874434192,     -529.761000831376,     529.6737363221058,    -529.6826654350607,     529.7661574243541,-0.0007565173485586929,-0.0005791329978400455,    0.1828610765204804,     0.983138301044285,    -1.797918275556734,    -1.211982839876506,    -1.348124096456939, 8.148208557224541e-05, 4.171404986340922e-05,  0.004792250501650284, 1.272630351801042e-06,  5.99848562260541e-06, 9.680650644433618e-08
0.29,  0.006395098027695292, 0.0003165281119444593,  -0.01188764585136131, -0.004488133722330063,  0.002361519510163466,    0.1238559243739744,    -529.6574412487439,     529.6265504411026,     -529.649729313641,     529.6781865140302,-0.0008113472848948645,-0.0006449768383410806,    0.1848057163335768,     0.982774528023033,    -1.797707501002039,    -1.211969980279711,    -1.334421683602401, 8.289823783468255e-05, 4.114480570175153e-05,  0.004786039630714293,-4.103699648363865e-06, 2.252205286532041e-05, 1.246328606869705e-07
0.33,  0.007026863468394354, -0.000205703630897413,  -0.01240645055879385,   0.01443421827868996,   -0.0161053711978557,    0.1045896373779658,    -529.5637471570604,     529.5834879426241,    -529.6225985543084,     529.6013717434749, -0.000606082479874578,  -0.00100972924427868,    0.1864593099216832,    0.9824619783250701,    -1.797486239856221,    -1.211972844048081,    -1.331084091444502, 8.402497621662485e-05, 4.037115771726608e-05,  0.004781780698811047,-2.735401958122275e-06, 4.203671798705589e-05, 1.613376954347614e-07
0.36,  0.008318944456656379,   0.00519645713924788,   -0.0132536774606013,   0.04919045968806808,  -0.01872161702049471,   0.07271530339891262,    -529.5042444979233,      529.584065460475,    -529.5987186950664,     529.5189634506619,  0.001956870466293625, -0.001946801037838883,     0.185378992405265,    0.9826632229805418,    -1.796638751157823,    -1.205609143819073,    -1.351100178174779, 7.209200405401149e-05, 4.158937790155834e-05,  0.004789974360289016,-1.486327459670063e-05, 5.913864323030806e-05, 2.469422876712844e-07
0.41,  0.009053307247142792,   0.00975542073142964,  -0.01344056830716936,    0.0701346354734359, -0.003124506066511389,   0.05247137902302806,    -529.4757687184776,     529.5740794606285,    -529.5479134902704,     529.4507007429759,  0.003893532752191513, -0.002184071425003998,    0.1860372306367737,    0.9825325536854838,    -1.795805092340655,     -1.20034048192098,    -1.333954186858022, 6.772093769682258e-05, 4.109380265335161e-05,   0.00478529098930132,-4.129304128982161e-06, 7.871066561588382e-05, 4.764079879012416e-07
