time,qPTAM0,qPTAMi,qPTAMj,qPTAMk,XPTAM,YPTAM,ZPTAM
0.06,  0.8806774616241455,-0.03029068745672703,-0.03084511682391167,  -0.471739649772644,  0.1672134697437286, -0.8616400957107544,  0.4898600876331329
0.21,  0.8807950615882874,-0.03183065354824066,-0.02863958850502968, -0.4715576469898224,  0.1679117828607559, -0.8615341186523438,  0.4898646771907806
0.25,   0.880959153175354,-0.03490379080176353,-0.03062127530574799, -0.4709087610244751,  0.1750802397727966, -0.8589609861373901,  0.4884942471981049
0.35,  0.8811333179473877,-0.03759456425905228,-0.03162642940878868, -0.4703088998794556,  0.1781423687934875,  -0.856648325920105,  0.4877115488052368
0.38,  0.8810594081878662,-0.04143449291586876, -0.0296450462192297, -0.4702538549900055,   0.179724782705307, -0.8555644750595093,  0.4886389970779419
0.41,  0.8809207677841187,-0.04300059005618095,-0.02951029129326344, -0.4703814089298248,   0.180754229426384, -0.8535020351409912,  0.4889420568943024
0.44,  0.8799645304679871,-0.04212909191846848, -0.0296615082770586, -0.4722370207309723,  0.1810515522956848, -0.8507059216499329,   0.488934338092804
0.59,  0.8797174096107483,-0.04142815619707108,-0.03064506873488426, -0.4726964235305786,  0.1817936301231384, -0.8482005596160889,  0.4867735803127289
0.66,  0.8807820677757263,-0.03944310918450356,  -0.030476164072752, -0.4708910882472992,  0.1808400303125381, -0.8445827960968018,  0.4880484938621521
0.72,  0.8804606795310974, -0.0379248633980751,-0.03067967109382153, -0.4716030955314636,  0.1806369423866272, -0.8384761214256287,  0.4872229099273682
0.91,  0.8799142241477966,-0.03795554116368294,-0.03027575649321079, -0.4726454019546509,  0.1797905564308167, -0.8361790180206299,  0.4882129430770874
0.99,  0.8790503740310669,-0.03917692229151726,-0.02875464968383312, -0.4742454290390015,  0.1765976399183273,  -0.830910861492157,  0.4877437353134155
1.05,  0.8795856833457947,-0.04051019996404648,-0.02846496552228928, -0.4731571674346924,  0.1752862334251404, -0.8287196755409241,  0.4895153343677521
1.26,  0.8799853324890137,-0.04375113174319267, -0.0272468589246273, -0.4721962511539459,  0.1706447601318359, -0.8231043815612793,  0.4888543486595154
1.31,  0.8799904584884644,-0.04478181526064873, -0.0258674118667841, -0.4721675515174866,  0.1648538261651993, -0.8174386024475098,  0.4886037707328796
1.38,  0.8799123167991638,-0.04408397898077965,-0.02535019628703594, -0.4724068939685822,  0.1608559191226959, -0.8151739835739136,  0.4890958964824677
1.51,  0.8803771734237671,-0.04489551484584808, -0.0269211120903492,  -0.471376359462738,  0.1529983282089233,  -0.807750403881073,  0.4887653887271881
