time,velX,velY,velZ,wYaw
0.1,0,0,0,0
0.14,                0.5,                  0,-0.9999999999999998,                0.1
0.2,   0.499988888930041,0.003333308642030186, -0.9983333456789849,                 0.1
0.22,  0.4999750002083325,0.004999916667083326, -0.9975000416664581,                 0.1
0.24,  0.4999555562139879,0.006666469137558195, -0.9966667654312207,                 0.1
0.31,   0.499930557163051,0.008332947536222601, -0.9958335262318887,                 0.1
0.36, 0.4998638950641883,0.01166560805350958, -0.994167195973245,                0.1
0.42, 0.4998222327569519,0.01333175314260537,-0.9933341234286972,                0.1
0.48, 0.4997222479414343,0.01666358041837679,-0.9916682097908114,                0.1
0.51, 0.4997222479414343,0.01666358041837679,-0.9916682097908114,                0.1
0.57,  0.499600053330489, 0.0199946670933171,-0.9900026664533412,                0.1
0.63, 0.4995306290103199,0.02165988643908845,-0.9891700567804553,                0.1
0.67, 0.4994556543549675, 0.0233248651196778,-0.9883375674401609,                0.1
0.7, 0.4993751301974831,0.02498958463533918,-0.9875052076823303,                0.1
0.73, 0.4992890574325786,0.02665402648920612,-0.9866729867553967,                0.1
0.81, 0.4991002699676022,0.02998200323972222,-0.9850089983801384,                0.1
0.85, 0.4989975573651668,0.03164550115888631,-0.9841772494205567,                0.1
0.92, 0.4987755001266398,0.03497142366876638,-0.9825142881656166,                0.1
0.96, 0.4986561579578486,0.03663381130482191,-0.9816830943475889,                0.1
1.01, 0.4984008531513098,0.03995734698458642,-0.9800213265077067,                0.1
1.09, 0.4981233972777832,0.04327910678883984,-0.9783604466055797,                0.1
1.12, 0.4981233972777832,0.04327910678883984,-0.9783604466055797,                0.1
1.2, 0.4978238026685953,0.04659894308436008,-0.9767005284578196,                0.1
1.25, 0.4975020826390129,0.04991670832341399,-0.9750416458382929,                0.1
1.31, 0.4973329300214959,0.05157476821308915,-0.9742126158934552,                0.1
1.38, 0.4971582514876509,0.05323225505031459,-0.9733838724748425,                0.1
1.43,  0.496792324495837,0.05654543590797556,-0.9717272820460121,                0.1
1.5, 0.4964043179269331,0.05985610364445959,-0.9700719481777698,                0.1
1.57, 0.4962020401517209,0.06151044910639225,-0.9692447754468037,                0.1
1.63, 0.4957809468573942,0.06481707130984748, -0.967591464345076,                0.1
1.7, 0.4955621360170896,0.06646931131115696,-0.9667653443444213,                0.1
1.76, 0.4953378189359281,0.06812081276524706,-0.9659395936173765,                0.1
1.85, 0.4948726760818238,0.07142152664018142,-0.9642892366799092,                0.1
1.94, 0.4943855389680212,0.07471906623679958,-0.9626404668816002,                0.1
2.01, 0.4941337292913426,0.07636659987605965,-0.9618167000619702,                0.1
2.07, 0.4936136416878134,  0.079659103307123,-0.9601704483464382,                0.1
2.14, 0.4933453695397088, 0.0813040365155886,-0.9593479817422053,                0.1
2.2, 0.4930716157814625,0.08294806634670748,-0.9585259668266459,                0.1
2.31, 0.4925076756622409,0.08623334281921946,-0.9568833285903902,                0.1
2.35, 0.4922174955672607,0.08787455295757463,-0.9560627235212127,                0.1
2.42, 0.4916207314276284,0.09115402586042909,-0.9544229870697853,                0.1
2.49, 0.4913141540136823,0.09279225218637444,-0.9536038739068127,                0.1
2.59, 0.4906846255295556, 0.0960655935750141,-0.9519672032124926,                0.1
2.66, 0.4903616814541294,0.09770067226728241,-0.9511496638663586,                0.1
2.7, 0.4900332889206207,0.09933466539753044,-0.9503326673012344,                0.1
2.77, 0.4893601731350645, 0.1025993223623805,-0.9487003388188093,                0.1
2.84, 0.4890154573620742, 0.1042299499230497,-0.9478850250384749,                0.1
2.9, 0.4886653080890331, 0.1058594193742364,-0.9470702903128816,                0.1
2.98, 0.4879487246653027, 0.1091148115404346,-0.9454425942297824,                0.1
3, 0.4879487246653027, 0.1091148115404346,-0.9454425942297824,                0.1
3.07,  0.487210454711908, 0.1123653541774143,-0.9438173229112927,                0.1
3.14, 0.4868331975026874, 0.1139887617675941,-0.9430056191162028,                0.1
3.19, 0.4864505310407252, 0.1156109028171493,-0.9421945485914252,                0.1
3.25, 0.4856689874260147, 0.1188513132135671,-0.9405743433932161,                0.1
3.32,0.4852701189570763,0.1204695465559034,-0.939765226722048,               0.1
3.42,0.4844562108553223,0.1237019796272614,-0.938149010186369,               0.1
3.49,0.4840411802659221,0.1253161434403931,-0.937341928279803,               0.1
3.55, 0.4836207714461651, 0.1269289148532204,-0.9365355425733897,                0.1
3.63, 0.4827638378601073, 0.1301502088149686,-0.9349248955925156,                0.1
3.67,  0.482327322615282, 0.1317586955717673,-0.9341206522141159,                0.1
3.74,0.4818854481829453,0.1333657183444155,-0.933317140827792,               0.1
3.81, 0.4809856414540754, 0.1365753005305559,-0.9317123497347219,                0.1
3.85, 0.4805277191553854, 0.1381778242820568,-0.9309110878589715,                0.1
3.92, 0.4800644576647599, 0.1397788127258206,-0.9301105936370895,                0.1
3.98, 0.4795958621295435, 0.1413782480731034,-0.9293108759634479,                0.1
4.07, 0.4786426898109968, 0.1445723884097301,-0.9277138057951346,                0.1
4.15, 0.4776682445628029, 0.1477601033306697,-0.9261199483346647,                0.1
4.19, 0.4771730580871203, 0.1493515069752751,-0.9253242465123621,                0.1
4.24, 0.4766725696934793, 0.1509412511602284,-0.9245293744198857,                0.1
4.28, 0.4761667849428566, 0.1525293182217218,-0.9237353408891387,                0.1
4.33, 0.475655709455078, 0.154115690514582,-0.922942154742709,               0.1
4.41, 0.4746177090412205,  0.157283280308059,-0.9213583598459703,                0.1
4.46, 0.4740907956484688, 0.1588644626132665,-0.9205677686933667,                0.1
