time,wr1,wr2,wr3,wr4
14.9,-530.0571019897726, 529.0449129010756,-529.8779576052234, 528.9057332820682
14.99,-530.1005239483667, 529.0030250132687,-529.8422881321814, 528.9560688467072
15.04,-530.1573836683402, 528.8954136554819,-529.9639314874477, 528.8834655989283
15.11,-530.2234026900875, 528.8421048157621,-529.8966362839067, 528.9539921708034
15.19,-530.2266056382448, 528.8698688705206,-529.8935872881344, 528.9670681330837
15.27,-530.1037909695858, 528.8657138896962,-529.9133148347919, 529.0958853113841
15.3,-530.0989917409704, 528.8597212992184,-529.9600701050207, 529.0720488797634
15.35,-530.1627747126869, 528.8674132364521,-529.8644944988835, 529.1225735666261
15.42,-530.0123452514524, 528.9705959517337,-530.0215443295067, 529.0527694233092
15.5, -530.176351698956, 528.9677298987906,-529.9310460391633, 529.0173497327078
15.55,-530.1513780608253, 528.9204952328995,-529.7676126108393, 529.2804190537778
15.64,-530.0749070552941, 528.9221446691831,-530.0021183099773, 529.1694473273923
15.69,-530.0955238202628, 528.9256831667514,-530.0496476977064, 529.1230373076345
15.74,-530.0705924866762, 528.9555654875247,-529.9570349518965, 529.2372758003298
15.79, -530.003629769465, 529.0191460223487,-529.9545439684288, 529.2672047865128
15.84,-530.0541161081393, 528.9736515253962,-529.8948535128212,  529.350249680009
15.89,-530.0012308911329, 529.0374701637775,-529.9069508633906, 529.3482615419183
15.94,-529.9708871457035, 529.0775220483054,-530.1212141317226,  529.064903787606
16.01,-529.9882597467717, 529.2254452428538,-530.0254610794386, 529.0005217893907
16.09,-529.9351270409375, 528.9909683851286,-529.9559093791296, 529.3695155275677
16.17,-529.7702379551906, 529.0222694521375,-530.1309825616188, 529.3263836695504
16.25,-529.9037597362108, 529.2084221484062,-529.8516207254492, 529.3020653746638
16.3,-529.7601854550685, 529.3521129773144,-529.7338824601904, 529.4393955459991
16.38,-529.8725328171665, 529.2846899767711,-529.9035789838384, 529.2473219279734
16.42,-529.7483399635709,  529.280237384069,-530.1863222463103,  529.077235797451
16.5,-529.7630198805433, 529.2720924020491,-530.1732934231891, 529.0809095299177
16.58,-529.7569866136923,529.3126364180494,-529.869624965842,529.3589717579169
16.64,-529.5545912814134, 529.3523501420434,-529.8767256642503, 529.5272320646289
16.72,-529.7669822816782,529.4196900085583, -529.78105263089,529.3061945193857
16.75,-529.7938852486601, 529.3922639538818,-529.8023495516062, 529.2787705615968
16.8,-529.6899611447036, 529.3012753995224,-529.9832716154767, 529.2898466052236
16.85, -529.722725744836, 529.2864035364722,-529.9825646133932, 529.2565382892707
16.93,-529.8302403822978, 529.2494561531762,-529.7966101568877, 529.3794090183072
17,-529.7208349254082, 529.2928933206148,-529.8449452769262, 529.2997180776206
17.09,-529.7364308570669, 529.2721092844004,-529.8588743349866, 529.2629014697314
17.14,-529.7400818453851, 529.2711654614826,-529.8456608492676, 529.2519870364594
17.22,-529.7069775159648, 529.2648876741329,-529.8253994864602, 529.3090895912205
17.27,-529.8279703994227, 529.0517683754928,-529.9598627885058, 529.1977083630482
17.32,-529.8447202967815, 529.0476473500817,-529.9552608201764, 529.1550682043757
17.39,-529.9266697349343, 529.1013041349519,-529.8235748371778, 529.1393142543824
17.44,-529.8557022952014, 529.0577313438143,-530.0365524360305, 529.0387068620179
17.47,-529.9105062406542, 529.0214075254943,-530.0546416664309, 528.9797554313652
17.53,-529.6140810330817,  529.266762489944,-530.1414369841503, 528.8471559445164
17.6,-529.5939137718202, 529.2620468964016,-530.0640853455444, 528.9177976956481
