time,velX,velY,velZ,wRoll,wPitch,wYaw,wr1,wr2,wr3,wr4,qwbi,qwbj,qwbk,qwb0,X,Y,Z,driftRoll,driftPitch,driftYaw,windX,windY,windZ
0.02,  0.001267872233643348,-0.0001277786284830163, -0.003174196034243393,                     0,                     0,                     0,                  -530,                   530,                  -530,                   530,-0.0005254838786393496, -0.001854103544788242,    0.1748279757056081,    0.9845971079976915,              -1.79813,              -1.21826,              -1.34575,                     0,                     0,                     0,                     0,                     0,                     0
0.06,  0.001267871776221861,-0.0001277783282074642, -0.003174196049080228,                     0,                     0,                     0,                  -530,                   530,                  -530,                   530,-0.0005254833105630669, -0.001854102942993926,    0.1748279757065811,    0.9845971079989552,    -1.798129910433673,    -1.218260058997654,    -1.345749934984565,                     0,                     0,                     0,                     0,                     0,                     0
0.09,  0.002362159768040356,-0.0001698393762119059, -0.005659430267781795,  0.008706425633506548,   0.01735569479767474,   0.07916879931805948,    -529.9029509564159,     529.9030046170908,    -529.8974192136793,     529.8957359492879,-0.0001605611722235222, -0.001366982403112956,    0.1768728122150682,    0.9842327539146178,    -1.798087860093968,    -1.218264362780569,    -1.346457769330755,  5.11851494317609e-05, 0.0001026781081384401,  0.003043127839644642, 9.984780235133298e-05, 2.945247216895879e-05, 8.192065471601212e-07
0.12,  0.003269642872753807,-0.0001145166217291981, -0.008489934418037602,  0.008823935291194598,   0.01753158111067298,   0.07916928301632617,    -529.9029509564159,     529.9030046170908,    -529.8974192136793,     529.8957359492879, 3.522416494178157e-05, -0.001108158015994647,    0.1781711712931935,     0.983998884382031,    -1.798009121435033,    -1.218270024093109,    -1.346646417006348,  5.11851494317609e-05, 0.0001026781081384401,  0.003043127839644642,  9.98145197505492e-05,  2.94426546782358e-05, 8.189334783110678e-07
0.16,  0.003739982280315278,-0.0002152689857885891,  -0.01037739084696309,  -0.05259016234326668,   0.05238362835186752,    0.1141065192036112,    -529.9263491641242,     529.7548244526046,    -529.7370677317163,      529.905307000008, -0.001011055110336776, 0.0002344804319668551,    0.1804143737729273,    0.9835901466172857,    -1.797904826088168,    -1.218268698098259,    -1.347311217554211, 5.686706732697633e-05,  9.99713356944593e-05,  0.003140674900878794,  0.001094868446220532,-0.0004461598376885184, 4.388176570928402e-06
0.19,  0.005477240708762566, -0.000910654299657323,  -0.01217606341057246,  -0.04088157431004967,   0.02244694198641875,    0.1462498263980932,     -529.820559397751,     529.7148270816111,    -529.7509043823586,     529.8518794778963,  -0.00168643640854524,-0.0001727362454227814,    0.1817556874409357,    0.9833422579027623,    -1.797947517609208,    -1.217712957916686,    -1.347464076313512, 5.230917894097366e-05, 0.0001145931373815482,  0.003174339276621684,  0.000823099259115182, 3.694739211645317e-05, 4.941854116715274e-06
0.22,  0.006838186797771462,   0.00113735432599687,  -0.01328677445482094,  -0.02267198687703963,   0.01807464925227173,    0.1523951332426354,    -529.7374290905984,     529.6792031574353,    -529.7050515672934,     529.7582399169612,-0.0008307998185466937,-0.0004642094881185663,    0.1833177887756838,    0.9830532450481034,    -1.797778065020359,     -1.21189596330051,    -1.347350438726096, 3.774736885111784e-05, 0.0001190447310407262,   0.00318499932416632, 0.0005600246635073168,-6.053250151636542e-05, 6.160141359958202e-06
0.26, 0.007432964579300116,0.0005105122992488224, -0.01388234516686734,-0.003734381664454296, 0.001355879385211551,   0.1254881673437717,   -529.6361079678404,    529.6316029307798,   -529.6703763284193,    529.6711871503145,-0.000875139686052632,-0.000511338297735264,   0.1852911417096286,   0.9826831460178901,   -1.797533240353577,   -1.211877058654924,   -1.347911840341042,3.165557998750805e-05,0.0001242958396153834, 0.003178620890637853,0.0004295209157217179,0.0003592650800923595,6.749075721480976e-06
0.29,  0.007891701796591081,-8.194984247979469e-05,  -0.01422175251641072,    0.0151421745043164,  -0.01703985007870635,    0.1062040177954035,    -529.5441616785118,     529.5879661032379,    -529.6415467891411,     529.5949973242952,-0.0006572512014659004,-0.0008553910894281365,    0.1869734045831095,     0.982364383671122,    -1.797287073820054,     -1.21187655402469,    -1.348436565034012, 2.622587057042225e-05,  0.000129167802013002,  0.003174252183314776,  0.000484517771468103, 0.0007026542154378719, 7.488309233327929e-06
0.32, 0.009310505092640392,  0.00637225807203276, -0.01468254360329653,  0.04984428105158648, -0.01960275596780164,  0.07431974218568935,   -529.4845867621015,    529.5863544023276,   -529.6149128133795,    529.5119574006078, 0.002026030119530379,-0.001866976437019344,   0.1856910725570965,   0.9826043126170033,   -1.796429531395042,   -1.205345898799417,   -1.347956554774914,2.487612592157909e-06, 0.000131099010353294, 0.003184468634888119,0.0003476851712493997,0.0007223208788397732,8.247221072773802e-06
0.36,    0.0100239143594966,   0.01152900245761469,  -0.01501151836529126,   0.07074781143560373, -0.003963554816777628,   0.05407213827112977,    -529.4585067187655,     529.5772797296219,     -529.564627972701,     529.4457070463751,  0.003987663055937728, -0.002129952570403355,    0.1862801836392747,    0.9824862620050818,    -1.795597950023579,     -1.19997604230505,    -1.348156342279152,-7.472665486368974e-06, 0.0001257013165130328,  0.003180483975175628, 0.0005835594965400163, 0.0009549976211422399, 1.033156011476773e-05
0.39,   0.01104341294249134,   0.01635387135645601,  -0.01512377889913085,   0.05781067615055925, -0.001536889972346695,    0.1063417791722753,      -529.43370386623,      529.523634584598,     -529.517266737093,     529.4246012677291,  0.005122216300302528, -0.002260587108421364,    0.1881272797219341,    0.9821286979161761,    -1.794184088581674,    -1.195244703171338,    -1.348533991305482,-3.766100834840747e-06,  0.000123373387432188,  0.003197645833035191, 0.0009420535268182131,  0.001536233753159869, 1.731772615781189e-05
0.42,   0.01111395025959483,   0.02064939958834584,  -0.01624020677619084,   0.07154363446627988, -0.001073208216699711,     0.130555395116759,    -529.4252963785783,     529.5294430713325,    -529.5145007637744,     529.4064179101886,  0.006051765154439503, -0.001814720841339678,    0.1895253216488477,    0.9818555063657201,    -1.792082537048564,    -1.191042133324622,    -1.348988958010628,-8.379856652165705e-07, 0.0001160735179317051,  0.003212536426714848, 0.0008733828215316266,  0.001636079800030058, 1.797345784513064e-05
0.46,  0.01092462098771735,  0.02470633279394125, -0.01731437240139079,  0.04188934000432495,-0.000989598094082747,   0.1212101889057089,   -529.4331754798291,    529.4913759152785,   -529.4949743732402,    529.4333002229862, 0.006635896722866639,-0.001838828852093418,   0.1914636922952245,   0.9814755412723315,   -1.791803698541572,   -1.190355891335363,   -1.349507562881767,6.426902466843749e-06, 0.000115248617568026, 0.003210485939812598, 0.001506670905285501, 0.001779328619805561,2.119907152507601e-05
0.5,  0.01030251591088783,  0.03043486116389155, -0.01854003031821046,  0.01997125296718403,  0.03284503387159073,  0.05692210205748501,    -529.471780655993,    529.4808426676487,   -529.4517197033734,    529.4425078412251,  0.00654180282687652,-0.000352991473633307,   0.1898648460231535,   0.9817883786526496,   -1.789224750596895,   -1.185763728008479,   -1.349291118353531,2.044637888943801e-05, 9.87918018729193e-05, 0.003212776128991683, 0.001926879484309862, 0.001305027228115156,1.174162820650789e-05
0.54,  0.01376739463630685,  0.03517606817746562, -0.01956779728807538, 0.002870901352071371,   0.0662338631123997, -0.01820840427004562,   -529.5006503615818,    529.4716380680825,   -529.4101535928737,    529.4428560985534, 0.006014055978085929,0.0003941768679189228,    0.187312995194627,   0.9822817913340892,   -1.785241792831963,   -1.181907976026127,   -1.349601152099129,3.314478068861984e-05,9.461280031132152e-05, 0.003209836350700765, 0.001991095501051656, 0.001456141550422372,8.992183459625985e-06
0.57,  0.01900267634609199,  0.04012757023812926, -0.02106067798620933,7.957303287445239e-05,  0.02450701710560376, -0.06233965108226691,   -529.4655631041418,    529.4582153649009,   -529.4520415884435,    529.4652163268223,   0.0052683420117604,0.0003018681613866847,   0.1844723675776128,   0.9828235340326209,      -1.779447986525,    -1.17777336885318,   -1.349853348464277,4.447552861267486e-05,0.0001036089513794612, 0.003214454023775311, 0.001894978729077171,0.0006212646144185793,5.021268840824681e-06
