time,qPTAM0,qPTAMi,qPTAMj,qPTAMk,XPTAM,YPTAM,ZPTAM
0.02,  0.8806774616241455,-0.03029068745672697,-0.03084511682391181,  -0.471739649772644,  0.1672135453061743, -0.8616401457792813,  0.4898601529096159
0.16,  0.8796988938850843,-0.03543159871754681,-0.02769003749966004, -0.4734002062650514,  0.1672458172587271, -0.8613743619767468,  0.4905035192650521
0.2,  0.8799010678369601, -0.0359375680955491,-0.02639870961597834, -0.4730599810893055,  0.1674995258343964, -0.8613422039913646,  0.4905284227080752
0.3,   0.880300721051551,-0.04086355342388254,-0.02453479688264834, -0.4720157728492426,  0.1693642681039108, -0.8604806830543539,  0.4905996214171005
0.34,  0.8808209378029705,-0.04102078510442375,-0.02728614228745591, -0.4708792549212893,  0.1712935296727706, -0.8595422384421036,  0.4901871856950333
0.37,   0.881101974305969,-0.04252326105761528,-0.02823598250090151, -0.4701636395917974,  0.1728901508012193, -0.8586714876872541,  0.4900584792606169
0.4,  0.8811995754221849,-0.04469060780892559,-0.02837595926049113, -0.4697711127180179,   0.174269334381942, -0.8576438861548106,  0.4900241049077542
0.49,  0.8808969288333981,-0.04822191508464002,-0.02820861363034585, -0.4699995290990811,  0.1756132159880916, -0.8562317584899406,  0.4901812667091628
0.53,  0.8802546137312597,-0.04694821880365652,-0.02899289507609043, -0.4712824284332582,  0.1768294579385938,  -0.854713383099773,  0.4898995611158849
0.56,  0.8799929499094614,-0.04452731081453615, -0.0299471916632752, -0.4719458951740126,  0.1777360129224515, -0.8528403860158559,  0.4898398881628614
0.66,  0.8806659222695163,-0.04040767810431495,-0.03113242173779843, -0.4709836098836002,  0.1796667696603839, -0.8494697451649494,  0.4903044687148322
0.7,  0.8805337936090332,-0.03857099841157119,-0.03053218163082952, -0.4714237349113094,  0.1801636432854017, -0.8467276565064548,  0.4902687644253427
0.74,  0.8797957791888701,-0.03835598492861303,-0.02995052163735484, -0.4728543191661707,  0.1800398271011279, -0.8434970847914859,  0.4902186388690821
0.83,  0.8780594026630859,-0.03949452292589434,-0.02869364013027953,  -0.476055226448279,  0.1802246536441802, -0.8395180471084246,  0.4903585490470985
0.86,  0.8786766607966083,-0.04160515991007369,-0.02740135478684022, -0.4748110547942966,  0.1786040653725848, -0.8356768686686052,  0.4902133109794121
0.9,  0.8792659810006909,-0.04356209847249742,-0.02633184563646684, -0.4736035765234359,  0.1762476416198926, -0.8314678118125247,  0.4901878166308551
0.96,  0.8800275425999077,-0.04754603610140551,-0.02421363958435602, -0.4719159182879274,  0.1739703943116199, -0.8253197668049674,  0.4908977422497564
1.03,  0.8800486059876576,-0.04693469828915342, -0.0243441415761626, -0.4719311215902744,  0.1694530270443784, -0.8191432541750089,  0.4911791871156418
1.07,  0.8803252958630403,-0.04631723092889251,-0.02606583410462249, -0.4713838090494917,  0.1646162999379051, -0.8147082824849947,  0.4911720067000307
1.14,  0.8811325014523894,-0.04797732098882518,-0.02865622864297651, -0.4695556917702084,  0.1583691937347063, -0.8087158642779905,  0.4913495581353998
1.18,   0.882204781616013,-0.05026898146329922,-0.03106167675732646, -0.4671434047402965,  0.1519979433064383, -0.8044393120878967,  0.4915299015656666
1.25,  0.8829754851511572,-0.05364537147289927,-0.03365311931008733, -0.4651279069902838,  0.1451793478720708, -0.7984422820938611,  0.4919719411624069
1.3,  0.8826653481413365,-0.05549868495343224, -0.0330257820346509, -0.4655438888427386,  0.1384079784520853, -0.7942510082643887,  0.4917767495530707
1.34,  0.8828810101757147,-0.05710695134204485,-0.03252084811892916, -0.4649756423469942,  0.1321879735013893, -0.7898476344212317,   0.491637143665116
1.41,  0.8839262620432127,-0.06115791572024998,-0.03268273582937223, -0.4624564270854319,  0.1248783177736442, -0.7838793203086527,  0.4909713660406475
1.47,  0.8848430674235499,-0.06540400567159677,-0.03141451326822664, -0.4602045479887837,  0.1164730404774963, -0.7766097120040656,  0.4907056958620598
1.5,  0.8850333278490572,-0.06708939027334726,-0.03030968489726216, -0.4596698607364311,  0.1094970945623202, -0.7723144536676309,  0.4904834025365979
1.54,  0.8855103772797697,-0.06909276935068048,-0.03022884171909698, -0.4584580827518076,   0.103010433895676, -0.7678881094395458,  0.4898604568952652
1.63,  0.8868512371253323,-0.07299523727076812,-0.03121745214118704, -0.4551835726228617, 0.09476249823910886, -0.7583012737447323,  0.4891202513125836
1.66,  0.8871997194859376, -0.0725812102047374,-0.03320920154037491, -0.4544291035587267, 0.08818128434415481,  -0.755180549677013,  0.4884650238597108
1.7,  0.8879552770126573,-0.07136761268322217,-0.03469132424731289, -0.4530327112539311, 0.08186331581102872, -0.7509770239739444,  0.4880495341073851
1.81,  0.8904384726280092,-0.06698016499614812,-0.03565496653178629,  -0.448733487586397, 0.07424832839420532, -0.7376251282448393,  0.4880338064828307
1.84,  0.8905678994515689, -0.0652145070778461,-0.03504613932052825, -0.4487846791174884, 0.06851480234618726,   -0.73484022562917,  0.4876583412589581
1.88,  0.8900899570419238,-0.06400217687220394,-0.03579850809281337, -0.4498467429090729, 0.06361892299332475, -0.7331099962623441,  0.4868161770633089
1.91,  0.8896157502979414,-0.06291698991230682,-0.03860674547507875, -0.4507048080117134, 0.05856633412422497,  -0.731171522472895,  0.4857897927459334
2.02,  0.8903188237765634,-0.05839961166430563,-0.04781391017764683,  -0.449038687574853, 0.05257355840135373, -0.7195825826822985,   0.484455404717033
2.05,  0.8905252821639411,-0.05457554628386152,-0.05154184076364485, -0.4486977889227821, 0.04669542189883713, -0.7184141762844156,  0.4839597526979684
2.07,  0.8906432930876729,-0.05030488676375805,-0.05498937383378125, -0.4485533938895653, 0.04246128965113536, -0.7169165678608136,  0.4830867991453798
2.14,  0.8919046621735685,-0.04021316931750391,-0.05940956959346855, -0.4464969352706249, 0.03832359081066221, -0.7102695032149116,  0.4817077517441921
2.21,  0.8933484977455604,-0.02751359548180249,-0.06361383034606996, -0.4439873644451647, 0.03445973594541807, -0.7059657223389699,  0.4800056256914054
2.25,  0.8937711509446189,-0.01831393869728615,-0.06806228378159704, -0.4429506637017312, 0.02913538564998512, -0.7066408517414614,  0.4791750848604866
2.31,   0.8938375172560942,-0.001868365626468138, -0.07581802396018128,   -0.441930610794238,  0.02472936384325929,  -0.7014763810129356,    0.477317111260475
2.39,  0.8937540621293005, 0.01509844788456449,-0.08503513545726213,  -0.440164485840764, 0.02074965822730824, -0.6965011991671478,  0.4754164982697479
2.42,  0.8944561915018407, 0.02147461237722931,-0.08938794919240697, -0.4376034650288929, 0.01587759452303501, -0.6968395228650071,  0.4748571236035126
2.49,  0.8953121725130699, 0.04058688797521376,-0.09910633551291922, -0.4323734359260089, 0.01011712238578946, -0.6907426780918765,  0.4732859161730901
2.52,  0.8956278160864537, 0.05032060663726068, -0.1047015698853094, -0.4293672884865199,0.005180088484627247, -0.6896443651802757,  0.4729544269147201
2.59,   0.8943907013388008,  0.07569017220100521,  -0.1130354825567093,  -0.4260977428159995,0.0002200172366591466,  -0.6828513547947774,   0.4709125694791128
2.66,   0.8935010385610676,  0.09707736856733518,   -0.119024893877015,  -0.4219774742788394,-0.004476848324670208,  -0.6777907618349379,   0.4693172917635626
2.7,  0.8937637008451402,  0.1025130607717381, -0.1217811279415363, -0.4193410448059468,-0.01034265091618458, -0.6784579955611322,  0.4689464497062605
2.76,  0.8928234007841402,  0.1168655127288065, -0.1270016212563015, -0.4160281849875004,-0.01684149719444701, -0.6695639917231863,  0.4676473418109575
2.83,  0.8916660616094763,  0.1218724596571876, -0.1309835340725404, -0.4158390163412611,-0.02406783387810944, -0.6621036158573564,  0.4664956925126785
2.87,   0.891578259694343,  0.1189805220819512, -0.1323927803557516, -0.4164180945564614,-0.02918124417536468, -0.6598038190094468,  0.4664603966621894
2.91,   0.891365942892884,  0.1166990536491418, -0.1333785973206684,  -0.417202914735375,-0.03368905142009854, -0.6561355190189342,  0.4662028076366722
3,  0.8898192191006264,  0.1171676810096156, -0.1358101505142007, -0.4195820902065979,-0.04047102024172396, -0.6316579885975869,  0.4635482591624916
3.04, 0.8886626449347427, 0.1126125508342773,-0.1356717868064667, -0.423308774673728,-0.0425784740111966, -0.633794881930826,   0.46404983820807
3.07,  0.8879117923609172,  0.1103410126804413, -0.1351245850726666,  -0.425651138815422,-0.04408470938467123, -0.6338718740359761,  0.4645655195473916
3.17,  0.8823269459076214,  0.1090866322036654, -0.1333593183406235,  -0.437966431328205,-0.04657181333817344, -0.6189593620167279,   0.461016029112586
3.21,  0.8831259940010808,  0.1084174798538433, -0.1283353902147202, -0.4380230495750503,-0.04535591645954314,  -0.624804568110077,  0.4613709691926765
3.24,  0.8843193524881967,  0.1081316100136598, -0.1235544752992499, -0.4370596811913506,-0.04406493189956777, -0.6265508732176241,  0.4611904763893567
3.27,  0.8860361803597259,  0.1064073439294009, -0.1206934219919756, -0.4347993763773729,-0.04285449342448112, -0.6268608791301894,  0.4616215360766013
3.38,  0.8870970414486559,   0.100006637965178,  -0.115195940279736, -0.4356460057407376,-0.04122379598604859, -0.6087394642382351,  0.4584177745328911
3.41,  0.8879948225326784, 0.09396763638600741, -0.1173601750287364, -0.4345824471182153,-0.03814063997414424, -0.6105646467632286,  0.4589063561460534
3.45,  0.8869795961049945, 0.08803346428253978, -0.1168997561601119, -0.4380088901248342,-0.03359246780977809, -0.6110345071077504,  0.4590691924871702
3.56,  0.8855093558477356, 0.07628928011187441, -0.1148005193144675,  -0.443704859980276,-0.02739619495633652, -0.5865446082948744,  0.4569195703510598
3.59,  0.8821740365247526,  0.0693780375377725, -0.1086498326903737, -0.4529358747154319,-0.02128671724483379, -0.5919037066207911,  0.4578016426072737
3.62,  0.8799837874232517,  0.0622995037801386, -0.1039322358508125, -0.4592879615348917,-0.01494017890952272, -0.5933979320782573,  0.4583063172751639
3.73,   0.8686366551918576,      0.0429379768134,   -0.088308363048414,  -0.4856216222315792,-0.006247951909556421,  -0.5801572072263537,   0.4569249480941237
3.76,   0.8652054374662852,  0.03959805881806078, -0.08360485082619529,  -0.4928101147437957,-0.001640385378277101,  -0.5908780324363081,   0.4581879251539747
3.8,  0.8633279052009883, 0.03278961868091174,-0.07809915760197481, -0.4974839958719709,0.003916969515059973, -0.5984234470173242,  0.4592100567528938
3.83,  0.8618296906528784, 0.02556457492063691,-0.06999846695313369, -0.5016934193323145,  0.0103108236679378, -0.6045785926712024,   0.459689493871093
3.94,  0.8566014228069811, 0.01126343642974276,-0.05284255988363268, -0.5131421215108349, 0.01941958767244067, -0.6033670095586298,  0.4577508328686914
3.97,  0.8605499202871452,0.007863251480263844,-0.04806703103957491, -0.5070321489371603, 0.02641015594193377, -0.6119983552174687,  0.4579949461241997
4,  0.8641172175700187,0.003352817638187511,-0.04347348920674754, -0.5013983288843038, 0.03229797540505135, -0.6184871089166275,  0.4576399799709498
4.04,   0.8677083653568771,-0.001956163796366539, -0.04166610657928899,  -0.4953204389425793,  0.03863288143101928,  -0.6243088225916995,   0.4569382760323686
