time,accX,accY,accZ,wRoll,wPitch,wYaw
15.86,   -0.56975198,    0.71710163,   -9.78401676, 0.03490658504,  0.0872664626,-0.20943951024
15.89,  -0.52063543,   0.59922191,  -9.90189648,            0,0.06981317008,-0.1745329252
15.92,       -0.46169557,         0.6876317,-9.754546830000001,    -0.03490658504,     0.03490658504,    -0.12217304764
15.95,   -0.56975198,    0.89392121,   -9.69560697,-0.05235987756, 0.01745329252,-0.12217304764
15.99,   -0.56975198,    0.80551142,   -9.78401676,-0.10471975512, 0.01745329252,-0.10471975512
16.03,    -0.4911655,    0.89392121,   -9.58755056,-0.12217304764, 0.01745329252, -0.0872664626
16.06,   -0.55010536,      0.982331,   -9.58755056,-0.15707963268,             0, -0.0872664626
16.09,   -0.52063543,      0.982331,   -9.78401676,-0.13962634016,             0,             0
16.13,   -0.37328578,    0.86445128,   -9.78401676,-0.01745329252, 0.03490658504, 0.12217304764
16.17,       -0.34381585,        0.92339114,-9.842956620000001,                 0,     0.01745329252,     0.24434609528
16.2,  -0.31434592,     0.982331,  -9.69560697,0.01745329252,0.03490658504, 0.3490658504
16.24,  -0.40275571,   0.92339114,  -9.69560697,0.03490658504,0.01745329252,0.41887902048
16.28,       -0.37328578,        0.86445128,-9.646490419999999,     0.06981317008,     0.06981317008,     0.40142572796
16.31,  -0.25540606,   0.86445128,  -9.81348669,0.06981317008,0.10471975512,0.45378560552
16.34,  -0.22593613,    0.6876317,  -9.99030627,0.03490658504,0.05235987756,0.48869219056
16.38,       -0.13752634,        0.83498135,-9.725076899999999,     0.01745329252,     0.01745329252,     0.48869219056
16.42,  -0.16699627,   0.86445128,  -9.81348669,0.03490658504,            0,0.50614548308
16.45,   -0.01964662,    0.65816177,   -9.78401676, 0.06981317008,-0.01745329252,  0.5235987756
16.49,       -0.10805641,        0.74657156,-9.558080629999999,     0.06981317008,                 0,     0.50614548308
16.52,       -0.13752634,        0.74657156,-9.646490419999999,      0.0872664626,                 0,      0.5235987756
16.56,       -0.10805641,        0.56975198,-9.842956620000001,     0.10471975512,    -0.03490658504,0.5759586531600001
16.6,   -0.10805641,    0.55010536,   -9.78401676, 0.13962634016,-0.03490658504, 0.62831853072
16.63,        -0.1964662,        0.59922191,-9.842956620000001,     0.13962634016,    -0.06981317008,     0.64577182324
16.67,       -0.22593613,        0.40275571,-9.666137040000001,     0.20943951024,    -0.05235987756,      0.6108652382
16.7,       -0.28487599,        0.40275571,-9.558080629999999,      0.1745329252,                 0,     0.62831853072
16.74,       -0.04911655,        0.31434592,-9.666137040000001,      0.1745329252,                 0,     0.62831853072
16.77,   -0.10805641,    0.07858648,   -9.81348669, 0.22689280276,-0.03490658504, 0.55850536064
16.81,  -0.40275571,   0.22593613,  -9.78401676,0.19198621772,            0,0.50614548308
16.85,       -0.13752634,        0.07858648,-9.931366410000001,     0.13962634016,                 0,     0.50614548308
16.88,   -0.13752634,   -0.22593613,  -10.04924613, 0.15707963268,-0.03490658504, 0.47123889804
16.91,   -0.34381585,    0.07858648,   -9.99030627, 0.10471975512,-0.01745329252,   0.436332313
16.95,   -0.31434592,    0.10805641,   -9.99030627, 0.05235987756,-0.01745329252, 0.40142572796
