time,accX,accY,accZ,wRoll,wPitch,wYaw
5.94,-0.2841098753832257, 0.3768001003196674, -9.871371743487835,-0.1233914986578793,-0.0341888542218519, -0.121990157707098
5.97, -0.2841097977944166,  0.3768001295786523,  -9.871863822631724,-0.08184527854460388,-0.07990234832563771, -0.1506830270479214
6,-0.2841096075995614, 0.3768002560157677, -9.871675985101025,-0.1069816312557281,-0.1015747690124751,-0.2127372706844946
6.04,-0.2841094973965724, 0.3768003538689149, -9.877445317446263,-0.1415415853418942,-0.0741356748772994,-0.2390244608521638
6.08,-0.2841095608266633, 0.3768003198041961, -9.871446764843082,-0.1460944645857253,-0.0397308697673751,-0.2299650747667617
6.11,   -0.284109522100025,   0.3768003320783104,   -9.866579546369159,  -0.1619633435507302,-0.004369732062837298,  -0.2422838877420714
6.14,  -0.284109373363028,  0.3768003924714751,  -9.867487955250303, -0.1496991574923092,-0.02941801729128729, -0.2728022240289092
6.17, -0.2841095139528366,   0.376800300112747,  -9.858473190706675, -0.1317472281638813,-0.04846605143561034, -0.2504521855335705
6.2,   -0.284109524579487,   0.3768003127393454,   -9.851797022542598,  -0.1137134870747318,-0.005753670601696846,  -0.2601229192907284
6.24,  -0.2841095720782145,    0.376800287203598,   -9.852052291380804, -0.09559965154202978,0.0006118365458169592,  -0.2479016345293915
6.27, -0.2841097557804262,  0.3768001678568209,  -9.851167988935268,-0.06154206316190324,0.001307790823318836, -0.1890945213502306
6.3, -0.2841097942737109,  0.3768001347548747,  -9.845545727104968,-0.04100492508548561, 0.03156684330945588, -0.1775833143705673
6.34,  -0.2841097973813912,     0.37680012131867,   -9.844647597598282,-0.007587737560321796,  0.02083103749648843,  -0.1752621503660241
6.38, -0.2841098417404855,   0.376800098216972,  -9.839272590511252,-0.03257691578867256, 0.01913650713783356, -0.1608030824426624
6.41, -0.2841098553467936,  0.3768000868529932,  -9.834450966057073,-0.05137012283325341,0.003640216811836273, -0.1580056281295894
6.45, -0.2841099060594387,  0.3768000571688616,  -9.834337629921817, -0.0083150564472158,-0.01394139034302718, -0.1291885209384502
6.48,  -0.2841099540642893,   0.3768000333936963,   -9.831657750395708,-0.001435159044116564,  0.01365290793707522, -0.09543670589117455
6.51,   -0.2841099445677003,    0.3768000392171116,    -9.831849920760611,-0.0005728143597863778,   0.04810547888861865,   -0.1029554656863573
6.55, -0.2841099741670088,  0.3768000253330477,  -9.831769609831278, 0.01505462377353467, 0.06832792539615895,-0.07622500847687222
6.58, -0.2841099901315401,  0.3768000165866149,  -9.830134422143603, 0.03276075665923595, 0.07127217023502927,-0.05691131180956805
6.62, -0.2841099831554026,  0.3768000183622175,  -9.827559776899655, 0.03523390258336949, 0.04137133974622637,-0.06723490314623687
6.66,-0.2841099822940255,  0.376800019172605, -9.826400005039977,0.03555552362921353,0.05204255049742626,-0.0692511353238587
6.69,  -0.284109991278745,  0.3768000146661215,  -9.824743344425134,0.005400656663677584, 0.06873686246852578,-0.05564367508589024
6.72, -0.2841100058031246,  0.3768000075949953,  -9.821800888657702,-0.01397142905615467, 0.05597023199538945,-0.02487607422329072
