time,velX,velY,velZ,wRoll,wPitch,wYaw,wr1,wr2,wr3,wr4,qwbi,qwbj,qwbk,qwb0,X,Y,Z,driftRoll,driftPitch,driftYaw,windX,windY,windZ
0.11,   0.00162827366871084,-0.0007020491411641937,   0.03097050161922853,-0.0003195769302760049, 0.0006504069477570519,-0.0001075367106059187,    -520.0000050296567,     520.0005645665591,     -520.000220268604,     520.0005560562161,-0.0005250301388929264, -0.001884165267514613,    0.1747630101201365,    0.9846085844427455,    -1.797941990569207,    -1.218045845425337,    -1.345617346491916,  0.000371883107555596,-0.0001088706479164404, 0.0006908739933065207,   0.03965885491872156,    0.4985381430998296,    0.5217117879663501
0.18,  0.002259407703802173,-0.0007207817706832803,    0.0607555447045296,-0.0007845577459251515,  0.001243479048475335, 0.0003198722484157877,    -523.1444023930862,     523.1334837880925,    -523.1025587611872,     523.1139646863728,-0.0005341888310347289, -0.001919861655123668,    0.1747631470518168,    0.9846084862553558,    -1.797619946763027,    -1.218319718295181,    -1.344429100358741, 0.0005890004516967655,-0.0003078899957915229, 0.0008391370646301762,   0.06481134173707914,    0.5049042748400528,    0.5179533777035783
0.25,   0.00269305123478836,-0.0005839531991392937,   0.07942839518194822, -0.001111592875646818,  0.002290224026162052,-0.0007374345868025328,    -525.6581170300645,     525.4703068532817,    -526.0875337987759,     525.6092250489859,-0.0005042896779616003, -0.001923298571858085,    0.1747597840040045,    0.9846090922337646,    -1.797507253441999,     -1.21837940048438,    -1.341532501998802,-9.885995699200167e-05,-9.695528063235904e-05,  0.001221195384312537,   0.08984094452416912,    0.5110286627378192,    0.5140843800101809
0.31,  0.003874424205169983,-0.0003765767764511265,   0.09024967670258521,-0.0006354324324418517, -0.007746235857832929,   -0.0015474002487926,    -527.3280919684493,     527.0262188536303,    -528.0948399921549,     527.2850198262137,-0.0005113118565909057, -0.001927111197233228,    0.1747441991827018,    0.9846118472040721,     -1.79722232247929,    -1.219042400686524,    -1.338264638679088,-0.0005525856413749267,-4.740493236040568e-05,  0.001279884631158873,     0.111161102843805,    0.5160835038132791,    0.5106807032409856
0.39,  0.004790901148413312,-0.0004507034769004481,   0.09535270139291391, -0.000925769391026944,  -0.02515441540729445, -0.001814625036999942,    -528.5266138961756,     528.0491967167716,    -529.2967071502875,     528.3538872775711,-0.0004834382143516575, -0.002117454524358922,    0.1747364178312215,    0.9846128513062089,    -1.796500898641067,    -1.218806596374302,    -1.334626161612973, 3.097016944272456e-05, 0.0004066031943720136, 0.0009561981824581047,     0.139341993799425,    0.5225405949369365,    0.5060179500215261
0.46,   0.00636032795336913,-0.0003722004263800023,   0.09572313510115237, -0.001137452282920894,   -0.0434303901891169, -0.002314564402646449,    -529.3427380011512,     528.7174168628742,    -530.0588157113799,      529.051584885802,-0.0005328160225835841, -0.002552537627158633,    0.1747349923036754,    0.9846120470131281,    -1.796043469804026,    -1.218963726312116,    -1.331574539515337, 3.647255913392475e-05,-0.0002234457806763107, 0.0007135474806656986,    0.1637195849788766,    0.5279226274237464,    0.5018222399773536
0.53,  0.008203210964786671,-0.0003737281853961403,   0.09362842810804858, -0.003296644230448756,  -0.06111404917318082, -0.002646878732201118,    -529.9122294135008,     529.1817634179727,    -530.5203280998417,     529.4912898024094,  -0.00058055369478949, -0.003223407615241609,    0.1746347782605156,    0.9846278316311469,    -1.795704289007528,    -1.218746608547086,    -1.328190667969335, 0.0001831895731086319,  -0.00078437530251106, 0.0002888227603102168,    0.1877867594617987,    0.5330518950780269,    0.4975193866370107
0.6,   0.01039210729256927,-0.0008598289035663798,   0.08982952798985304, -0.005187329674122546,  -0.07703588161392913, -0.002200407788021456,    -530.3620697513149,     529.5504785988356,    -530.7161030294372,      529.739553621805,-0.0007535073907000347, -0.004156331259304643,    0.1745917162798881,    0.9846318549303178,    -1.795559622083639,    -1.218367973227666,    -1.325015919002223, 0.0001158669751810546, -0.001954499937871146,  0.000494612942404053,      0.21149788524394,    0.5379259420503556,    0.4931103086961094
0.67,  0.01320307414650684,-0.001073412223256978,  0.08514171086005388,-0.006736465082758577, -0.08589929187484738,-0.002292887067818072,   -530.5667801832653,    529.7735225256292,   -530.9238041247987,    529.9312554894954,-0.001009990537083734,-0.005402482605158178,   0.1745575081371285,    0.984631641505478,    -1.79531125276753,   -1.218183991703757,    -1.32171694846292,0.0007001209595566077, -0.00137990441711455,0.0002983278964453515,   0.2348080053988751,   0.5425424346887867,    0.488595947530113
0.75,  0.01738331449315988,-0.001213074137350376,  0.07904681935218441,-0.007372971543253468, -0.09447913655358364,-0.002524753919840295,   -530.7642657639615,    529.9466629226179,   -530.9963197029205,    530.0267792740937,-0.001391537974570579,-0.006775953346889733,   0.1745383352416366,   0.9846260811137312,   -1.794782291120518,   -1.218445890173175,   -1.318761574726343,0.0007365563697031166,-0.001490617883230231,0.0002279101498767824,   0.2609004580844288,   0.5475002238939819,   0.4833089968445742
