time,accX,accY,accZ,wRoll,wPitch,wYaw,Pa
0.19,              -0.28411,                0.3768,    -9.227607854719201, 2.951772632053669e-14,-3.097786885478468e-15,-7.714133256374212e-12,     100014.4262859498
0.25,  -0.2841100064825642,    0.376800002873185,   -9.493269482713618,0.0001172760464501398, 0.001030059166365909,-0.001051645727953055,    100014.4485651367
0.32,   -0.2841100021308574,    0.3768000007787308,    -9.278375837217546, 4.036756975896324e-06,-4.068556575888906e-07,  -0.00105263773940047,     100014.4140504882
0.39,    -0.284110012811802,    0.3768000035653772,    -9.527638264599045,  0.000212479142420145,   -0.0279233735155454,-0.0007599866794973037,     100014.4459634243
0.46,   -0.2841100251195434,    0.3768000076163027,    -9.690219515884428, 0.0003019431780699312,   -0.0373390624775102,-0.0005354885670364066,     100014.4986069553
0.53,     -0.28411004222246,    0.3768000131050592,    -9.797270721549552,-0.0006497732106123651,    -0.054056974464106,-0.0003244235578293663,     100014.5321026652
0.6,   -0.2841100876641708,    0.3768000269936584,    -9.914703520440307, -0.003852815492596741,   -0.1009131190150838,-9.639988913955346e-05,     100014.5930294434
0.67,  -0.2841100936826989,   0.3768000328391795,   -9.945588185354859,-0.002196853737890053,  -0.0668595038409552,0.0001056703112448237,    100014.6307875787
0.75,  -0.2841101207834011,   0.3768000404085782,   -9.965836476681849,-0.001581973716443907, -0.08991545104353293,0.0001768118761544167,    100014.6607106703
0.82,   -0.2841101484824564,    0.3768000504039473,    -9.979047272439619,-0.0008262771487255969,  -0.09428937427198174,  0.000183342180741697,     100014.6897367232
0.89,  -0.2841102069876459,   0.3768000756314017,   -9.992720816667411,0.0003501994048116613, -0.09394940398962025,0.0002272355726859987,    100014.7374373605
0.97,  -0.2841102483380415,   0.3768000949806787,   -9.995860704733273,0.0007651330028652735, -0.07157243398807769,0.0001098806830884456,    100014.7585920764
1.04,  -0.2841103080640958,   0.3768001164092715,   -9.997659129611179, 0.001276896060084343, -0.08254268287862511,0.0001019146462108222,    100014.7778827459
1.11, -0.2841104177066037,   0.376800160934546,   -9.99860188876303,0.004034875379384346,-0.09695783016982258, 0.01431313643814005,   100014.8096014039
1.16, -0.2841106190785869,   0.376800244186462,  -9.997886083272819,0.004968680151669922,-0.08735864113095954,0.001766101817103655,   100014.8297233313
1.22,  -0.2841107449716908,   0.3768002974963331,   -9.997262842176777, 0.003576413971527373,   -0.075855446019457,0.0003260780737125694,    100014.8380757081
1.27,   -0.2841108494175759,    0.3768003511512615,    -9.996240432524415,  0.004105453641336932,  -0.04329025012398324,-6.169306647317376e-07,     100014.8495463135
1.32,  -0.284111060233545,  0.3768004427263186,  -9.995431109345459, 0.01962979928437311,-0.03781360488655078,-0.01410815661713125,   100014.8549114064
1.38,  -0.2841113446925413,   0.3768005418502523,   -9.995019500229324,  0.02247510617373124,  -0.0388776494819699,-0.002832226108204244,    100014.8590325274
1.46, -0.2841115830795196,  0.3768006607770897,  -9.994452271832403,0.006967405548034263, -0.0257591699079956,-0.01475015449946833,   100014.8641017785
1.54,  -0.2841118978620811,   0.3768007608683915,   -9.994286795762793,  0.02198946055043866,  -0.0126649874283978,-0.001905387863569181,    100014.8566740294
1.64,  -0.2841123324790324,   0.3768009385768954,   -9.995303726074791, 0.006751513582332608,  0.02026352923753627,0.0004384143294467698,    100014.8430996755
1.73,  -0.2841121948374413,   0.3768008541724698,   -9.995202288156618,  0.02013044436105878,-0.005094570696619653,0.0008541824465800452,     100014.844001551
1.83,    -0.28411258056765,   0.3768009831048354,   -9.996599568224275,   0.0368131654268526,-0.007684997841198076,0.0003003403583812466,    100014.8351379954
1.88,  -0.2841129914667974,   0.3768011411849895,   -9.997721429314844,  0.02308353747339481,  0.01011346546962206,0.0001236217014382005,    100014.8249984462
1.98,   -0.284113026195025,   0.3768011458986881,   -9.998125374462955,  0.01827381756385976,  0.01396965444068855,0.0004336565474106177,     100014.820504554
2.06,-0.2841127714159969, 0.3768010147621675, -10.00164104175273,0.03380829361693396,0.04184971338581502,0.00214660928092633,  100014.7838193445
2.13,  -0.2841130142056917,   0.3768010934244098,   -10.00392586216161,  0.01841083977643075,  0.04670206137595241,0.0004766188343894223,      100014.76773574
2.21,  -0.2841127346564674,   0.3768009590000814,   -10.00456411497853,  0.01615102010646174,  0.03115126302976771,0.0007883121831034653,    100014.7588486194
2.29,  -0.284112538434363,   0.376800878796817,  -10.00788284663505, 0.01677877949537998, 0.05795869641119675,0.001075791902428255,   100014.7376854981
2.39,  -0.2841129019201149,   0.3768009665696375,   -10.01303364016368,  0.01692187018370071,  0.07232116103781341,0.0006164486148121504,     100014.682280249
2.45,  -0.2841127848893783,   0.3768009011823584,   -10.01311298431853,  0.03294381362332148,  0.07641575408074754,0.0003647889648908684,    100014.6719109815
2.51,  -0.2841128841999317,   0.3768009141145708,   -10.01675187627741,  0.01885840512829106,  0.07550593815579884,0.0003799226231934109,    100014.6436718522
2.6, -0.2841123075506291,  0.3768006974949712,  -10.02162800449861, 0.01092201694630419,  0.0912842570094442,0.001363127276112934,   100014.5718703588
2.68,   -0.284111781858537,   0.3768005166462961,    -10.0213925769482, -0.00230745089608354,  0.07129269999395978,0.0008162411059074105,    100014.5579480176
2.78, -0.2841111999125874,  0.3768003253500634,   -10.0258307012355,  0.0091699654718923, 0.08219546269912098,0.001104579889361746,   100014.4730759019
2.87,  -0.2841110757314929,   0.3768002711451587,   -10.02857855743216, 0.008908931134666086,  0.07973671240517105,0.0002503206796626979,    100014.3827540398
2.97,  -0.2841103368296952,   0.3768000769598647,   -10.02502856551203, 0.005720789852440763,  0.05834677208783767,0.0006865508244461188,    100014.3328040811
3.02,  -0.2841103364637179,   0.3768000768019288,   -10.02501024262849,  0.01644057070832096,  0.08477156964744977,8.827798297020341e-05,    100014.3506307007
3.12,  -0.2841099856570316,   0.3767999970789161,   -10.02423353278351, 0.003544752067402627,  0.06745545499738315,0.0002560146176204557,    100014.2427784842
3.22,   -0.2841098793515737,    0.3767999780180548,    -10.01873997240357,  -0.01401341050957376,   0.03616582411084118,-0.0001974594900702739,     100014.1770279673
3.3,  -0.2841096704665766,   0.3767999457777871,   -10.01797990464008,-0.007259119458665265,  0.05839087037559398,  0.01551340478754289,     100014.125938854
3.38,  -0.2841096019821007,    0.376799938718158,   -10.01606782875487,-0.006448722242209274,  0.06073243618839855, 0.002895032230732448,     100014.073467629
3.45,  -0.2841097948770029,   0.3767999694720743,   -10.01349659627034, -0.02118592375787695,  0.02841854994751593,8.835488124211371e-05,    100014.0556470645
3.53,   -0.2841097371260724,    0.3767999644065951,    -10.01240951025728,  -0.02369524958543998,   0.02133750459332319,-0.0001304055227296209,      100013.994625126
3.6,  -0.2841095677698312,   0.3767999473740236,    -10.0110858512517, -0.02298043122325594,   0.0222596321207793,2.130559834464675e-05,    100013.9329749858
3.67,   -0.2841098956334634,    0.3767999890545114,    -10.00773790031582,  -0.04024920362671081,  -0.01448034088464869,-0.0007412962319803048,     100013.8318305929
3.75, -0.2841101171831161,  0.3768000125394155,  -10.00639891309676,-0.02062003226682507,0.008908872428335535,  0.0149312624143344,   100013.7656731044
3.84,  -0.2841103777317295,   0.3768000312635237,   -10.00440720058972, -0.03265583077915553,-0.002314449485308458,  0.00245465907088112,    100013.6982303504
3.93,   -0.2841109100430612,    0.3768000605764742,    -9.999983982081448,  -0.01977230361070323,  -0.01228607902248041,-0.0003542631199618104,     100013.5931899515
4.01,   -0.2841111406488388,    0.3768000543470393,    -9.996917492016884,  -0.01843470655596927,  -0.01213478622162213,-0.0003334604947961683,     100013.4295255226
4.09, -0.2841112295913649,  0.3768000461311722,  -9.994190027423626,-0.03433329156071389,-0.01201911608074922, 0.01533379048251584,   100013.2662716029
